session_id,referring_url,current_url,title,depth
1,http://192.168.99.101/,http://192.168.99.101/author/yandex00/,yandex00 - Page 1 - yandex00,1
1,http://192.168.99.101/,http://192.168.99.101/,yandex00,1
1,http://192.168.99.101/,http://192.168.99.101/tag/getting-started/,Getting Started - yandex00,1
1,http://192.168.99.101/,http://192.168.99.101/crawl-your-ecommerce-site-with-python-scrapy/,"Crawl Your Ecommerce Site with Python, Scrapy",1
1,http://192.168.99.101/,http://192.168.99.101/demo-a-post/,Django,1
1,http://192.168.99.101/,http://192.168.99.101/yandex00/,yandex00,1
1,http://192.168.99.101/,http://192.168.99.101/welcome-to-ghost/,Welcome to Ghost,1
